"","Sector","industry","compSize","Breached","VOL -03 Months","VOL -06 Months","VOL -09 Months","VOL -12 Months","DD -03 Months","DD -06 Months","DD -09 Months","DD -12 Months","CP -03 Months","CP -06 Months","CP -09 Months","CP -12 Months"
"22","Capital Goods","Biotechnology: Laboratory Analytical Instruments","Small","0",0.378862468360497,0.643655068714753,0.737259992392399,1.01983881018725,-0.0250000000000004,0.100000000000001,-0.0249999999999986,0.0749999999999993,0.0812154763848974,0.172011270960619,0.101453026819605,0.0601355029689483
"23","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","Small","0",0.372392748369231,0.491844631488479,1.19411428845053,0.52823686319739,-0.129999999999999,0.0600000000000023,-0.019999999999996,0.225,0.0516938738567595,0.0678624061107073,0.0768984063720485,0.0800785659828359
"24","Health Care","Medical/Dental Instruments","Small","0",0.728402507781315,1.03142632116373,0.606147279578773,0.762591938832442,0,0,0,0,0.0643975336163724,0.0763798117522706,0.0515151059224754,0.0635017322937318
"25","Health Care","Major Pharmaceuticals","Small","0",1.12278362004327,2.09398641177736,0.990424829869299,1.47824636546064,0,0,0,0,0.082652361491389,0.330904416154972,0.219965408804279,0.0842854746641172
"26","Health Care","Major Pharmaceuticals","Small","0",0.941113603820506,1.60779001567725,1.37466773510937,4.26612064161318,0.0250000000000004,0.0151000000000003,-0.0351499999999998,-0.0718500000000004,0.0428857843793826,0.132150986379642,0.227947017094391,0.151231154354857
"27","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","Small","0",3.85724341511209,3.48261440754459,0.876429994995728,3.21830016315793,-0.0249999999999999,-0.02,-0.0449999999999999,-0.00825000000000009,0.105944783732399,0.188055068613503,0.290224240672565,0.0807070189359462
"28","Health Care","Major Pharmaceuticals","Small","0",0.604632273101577,1.01107125889375,1.78879049137021,0.719218167357596,0.00499999999999989,-0.04,0.00999999999999979,0,0.140070220678857,0.165307843637965,0.0935315114220648,0.111167503417159
"29","Technology","Computer Software: Prepackaged Software","Medium","0",0.418720678772141,0.434507596564897,0.434696806662157,0.492884460379514,-0.0149999999999988,-0.0100000000000016,-0.00250000000000128,-0.00999999999999801,0.0565791043731965,0.0282504592368412,0.037869671685628,0.0363057040456911
"30","Health Care","Major Pharmaceuticals","Small","0",0.525497478334574,0.948377930846828,0.685954048271308,0.712384210895822,-0.0899999999999999,-0.0199999999999996,0.00500000000000078,-0.119999999999997,0.131605306500337,0.0632902218406364,0.0558932524506515,0.09653684706521
"31","Technology","Industrial Machinery/Components","Small","0",2.04455163605754,2.08781503210567,0.595085593736863,0.601154794339757,0.00499999999999989,-0.00499999999999989,0,0,0.388231878337088,0.121794743461681,0.0461528036184138,0.0438146341289744
"32","Finance","Major Banks","Small","0",0.658260838468646,1.11991241918964,0.636744482876488,0.693810506941123,0.0100000000000016,0,0.0500000000000007,-0.0279999999999987,0.0341161779424285,0.0298946524662861,0.0377114249727156,0.0294132237969208
"33","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","Small","1",2.18690487508669,0.99855509800503,1.45138050825343,0.497206718853202,-0.0700000000000003,0.0899999999999999,-0.0299999999999976,0.0100000000000016,0.0703779969094381,0.0536742730931662,0.119907003310111,0.154144828113308
"34","Technology","Computer Software: Prepackaged Software","Large","0",0.371277440076951,0.482865762401434,0.38496531213114,0.414619894370513,0.0800000000000054,0.0749999999999957,-0.0650000000000013,0.105,0.0443520840762219,0.0290440010382506,0.0290147827042218,0.0683990422178279
"35","Health Care","Major Pharmaceuticals","Small","0",0.975924778272083,0.795854900163215,2.03045037318672,0.60832383886023,-0.100000000000001,-0.120000000000005,-0.0949999999999989,-0.0749999999999984,0.200589150645102,0.212245598594462,0.144609084425054,0.050341325951759
"36","Health Care","Major Pharmaceuticals","Small","0",0.913402809990779,0.530905748052884,0.485658689583166,2.06385239205901,-0.0249999999999999,-0.0749999999999993,-0.0250000000000004,-0.0499999999999998,0.113176174531092,0.102312897454936,0.0714337118790905,0.145341282475704
"37","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","Small","0",1.24586942083609,0.662064990315115,0.820763720784324,0.427053655028428,-0.0549999999999997,-0.0500000000000007,0,-0.0449999999999999,0.144677743018749,0.0632893066493782,0.225944032273181,0.0758795926455638
"38","Health Care","Medical/Nursing Services","Large","0",1.1545422132767,0.512188552036967,0.558557717895168,0.858321260814452,0.225000000000001,0,-0.0625000000000036,0.100000000000001,0.126722645773435,0.0355938548209622,0.0475574668928117,0.0666434799934868
"39","Consumer Services","Office Equipment/Supplies/Services","Small","0",1.15277067875161,4.97701436736645,1.21556714812868,0.97148821312463,0,0,-0.00944999999999996,0,0.052256149680411,0.0224851470848272,0.0453131994720915,0.0460716330852916
"40","Technology","Semiconductors","Small","0",0.725222745724751,0.795475973664875,1.10859523891393,1.76438050652328,0,-0.0499999999999989,0.0499999999999998,0,0.0653054544601471,0.0845904527811377,0.191929921600717,0.0867683068828848
"41","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","Small","0",1.1834702039014,1.57738761187073,2.02184329802957,0.988124162570655,0.02,-0.0100000000000002,0,-0.0449999999999999,0.130005547066924,0.112147323898859,0.0753033810090906,0.130359278219553
"42","Technology","Computer Software: Prepackaged Software","Large","1",0.421826119698017,0.592000312734437,0.488804400981576,0.380475401961136,-0.0300000000000011,0.0999999999999996,0.129999999999999,0.0449999999999999,0.0245637698948611,0.0248842959997549,0.0207411862431591,0.0644312782129937
"43","Technology","Computer Software: Prepackaged Software","Large","1",0.605737974339622,0.494269924876516,0.461177155896676,0.570621076094659,0.230000000000004,0.25,0.179999999999993,0.0249999999999986,0.0304607867861782,0.0369538830888141,0.0571319528271134,0.023117310277599
"44","Public Utilities","Telecommunications Equipment","Medium","0",0.505169636533229,0.733838589299345,0.704473469801018,0.725154245602535,0,-0.0499999999999972,0.0489999999999995,-0.0244999999999997,0.0695357329172435,0.0570442617787559,0.0482348524841047,0.0198869327667082
"45","Health Care","Major Pharmaceuticals","Small","0",0.51554628923781,0.466137025858319,0.723260864517957,0.549801045773063,-0.0499999999999998,-0.0499999999999998,0,0.0499999999999989,0.160502731493304,0.0860758062947544,0.0824070697903371,0.0769748819001164
"46","Basic Industries","Major Chemicals","Small","0",0.438966694887735,0.835505604576853,0.415814947864043,1.43787751635107,0.00999999999999979,-0.0686,0.0249999999999995,-0.0189000000000004,0.133475003670767,0.1075805316405,0.0635854783930642,0.0386788579206843
"47","Capital Goods","Industrial Machinery/Components","Medium","0",0.310674056696716,0.578658629296578,0.395438379623769,0.498473904893373,-0.130000000000003,-0.0200000000000102,0.295000000000002,0.0850000000000009,0.0608075149080834,0.104855890072799,0.0497806174393995,0.0726324110602205
"48","Technology","Semiconductors","Large","1",0.596671719355038,0.671168504848833,0.545382239856604,0.366653328706754,-0.02,-0.0299999999999998,-0.0399999999999991,0.04,0.118387875086985,0.122601807797063,0.131266593735612,0.0850779702940502
"49","Technology","Semiconductors","Large","1",0.368838872023444,0.499509978996005,0.459337066677684,0.398509081470017,0.04,-0.00999999999999979,-0.0200000000000005,-0.0100000000000002,0.101047408305921,0.0647396189769338,0.111657966338735,0.0921727095858007
"50","Health Care","Major Pharmaceuticals","Small","0",0.997396416955862,0.540007574558725,0.91899830693521,0.619922586586733,0.00999999999999979,-0.0299999999999994,0,-0.0299999999999998,0.216826824979238,0.121855623658791,0.161278737793265,0.112558986720784
"51","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","Small","0",0.697946844485663,0.869577325571376,0.716052970066068,1.23707516553744,0.0499999999999998,0,0,0,0.156478764204053,0.10843435130234,0.151776254567056,0.0496799347274853
"52","Basic Industries","Water Supply","Large","0",0.568189995277731,0.465963436093109,0.731963785867517,0.630255854498107,-0.0300000000000011,-0.0100000000000016,0.100000000000001,-0.0299999999999994,0.0527830247061336,0.0727270013758797,0.0599428427545138,0.0589966324791237
"53","Health Care","Major Pharmaceuticals","Small","0",0.527996724782792,0.752378428250719,0.65316887781835,1.05995055284376,0.0150000000000001,-0.00999999999999979,0.01,-0.04745,0.215178698954747,0.0931377187373542,0.185540829084043,0.283215831643952
"54","Capital Goods","Electrical Products","Small","0",0.662030283180124,1.14757582222819,0.743603502019284,2.35894722046197,-0.02,-0.04,-0.00999999999999979,0.0031000000000001,0.088217946640757,0.128188331047409,0.098068166074486,0.0804582080360842
"55","Basic Industries","Major Chemicals","Small","0",4.66639158983374,1.1169351609116,0.941227077411265,2.81129616581845,-0.0099999999999999,-0.01,-0.00999999999999995,-0.01,0.55088713968172,0.120213013886252,0.147913658853527,0.119400871537821
"56","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","Small","0",0.606151631575505,1.01679582258101,0.627978760570528,1.45592954644732,-0.0500000000000007,-0.100000000000001,-0.125,-0.100000000000001,0.0454828505619319,0.0417125980365676,0.0480253018565838,0.134030005892866
"57","Capital Goods","Aerospace","Small","0",1.06634358311728,1.46831221733694,1.0297813287789,0.952394212801393,-0.0750000000000028,-0.229999999999997,-0.0400000000000027,0.0549999999999997,0.059734131159939,0.0972454570673024,0.150832612011062,0.090545921969817
"58","Health Care","Major Pharmaceuticals","Small","0",4.58247449271004,2.10635912470999,3.51257207876547,1.69446111925345,-0.02,-0.0100000000000002,0,-0.01,0.173465309076085,0.0827553481424407,0.192743855957939,0.604750093524132
"59","Capital Goods","Biotechnology: Laboratory Analytical Instruments","Small","0",0.854278301538147,1.57213034030847,2.87974887149491,1.25305449767182,-0.015,0,-0.019,-0.0300000000000002,0.113361195191631,0.134984121453793,0.20716365184446,0.110644477977012
"60","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","Small","0",0.983986143285314,2.3773563838073,0.728166996585774,1.07481906230939,0.02,-0.01,-0.005,-0.00505,0.151833649435141,0.138269200696868,0.0466219618128941,0.141519920308375
"61","Health Care","Major Pharmaceuticals","Small","0",1.90214117845964,1.02722631258461,0.841023046364693,0.603224448350893,0,-0.02,0,0,0.20100667917818,0.19684891801661,0.0625098907254512,0.0579923123343938
"62","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","Small","0",0.517161701349861,1.13894241265288,0.580708463134402,0.737821877556703,0.00499999999999989,-0.0300000000000002,0.00499999999999989,-0.00999999999999979,0.173791155119366,0.105152252695247,0.114541280232778,0.0660979747668518
"63","Health Care","Major Pharmaceuticals","Small","0",1.20731533998834,2.7869793041271,1.47435440656869,1.23252683711494,-0.01,-0.0299999999999994,0,-0.00499999999999989,0.111864648458067,0.173647948169661,0.164406306555617,0.083057786994581
"64","Technology","EDP Services","Small","0",0.592707449795482,1.04260607088894,2.45197848095413,0.668858990274444,-0.0300000000000011,-0.0299999999999994,0.00999999999999979,0.0100000000000007,0.0366838848182331,0.0223682356730508,0.059296515248327,0.029291930163784
"65","Health Care","Major Pharmaceuticals","Small","0",0.988315975289547,0.438948066936078,0.67333366646072,0.835135715336058,0.269999999999996,-0.280000000000001,0.109999999999999,-0.0199999999999996,0.0624260228685616,0.082167842392886,0.0745014333154636,0.0547830330047333
"66","Consumer Services","Real Estate Investment Trusts","Small","0",0.441392641349233,0.440796708289848,0.866156428834168,0.543178155671456,0.0125000000000011,0,0.0190000000000001,0,0.0236758775996005,0.0305489237241718,0.0158042291713528,0.0389927783642431
"67","Consumer Services","Real Estate Investment Trusts","Medium","0",0.690799427882735,1.17476605377557,0.846441680315847,0.754143688925561,0.0400000000000009,0,0.0199999999999996,0.020999999999999,0.0105948672336914,0.00746718745183476,0.011631650460256,0.0103834921272003
"68","Consumer Services","Real Estate Investment Trusts","Medium","0",1.28413252497759,1.86578649145748,0.441116145444574,0.601154794339757,-0.0250000000000004,-0.0299999999999976,0.0300000000000011,0,0.00959792147814773,0.0103435439231865,0.00856911978662556,0.0438146341289744
"69","Finance","Business Services","Small","0",0.612584536513531,0.440409579262657,0.608278415666777,0.480677786907531,0.00499999999999989,-0.0300000000000002,0,0.0299999999999998,0.0378884708576744,0.124030388175509,0.0699563963082662,0.131980022117652
"70","Health Care","Major Pharmaceuticals","Small","0",1.11318050970589,0.82261088058429,1.14038356706174,1.54285010929712,-0.0500000000000003,-0.0299999999999994,0.0299999999999994,0.375000000000001,0.0990664080271615,0.130379738372289,0.065771216435104,0.0951667812632145
"71","Health Care","Major Pharmaceuticals","Small","0",1.14289807290515,1.8042315842757,0.60102242619692,0.647436858123521,-0.194999999999999,-0.0899999999999963,-0.0199999999999996,0.0250000000000004,0.0935321319171529,0.127636694680835,0.0893119893395823,0.0635618629737959
"72","Transportation","Air Freight/Delivery Services","Small","0",0.573118864018325,0.60818760053949,0.595085593736863,0.601154794339757,0,0,0.0500000000000007,0,0.0267309138241903,0.0580130162165951,0.0661221063418081,0.0395401738486944
"73","Transportation","Air Freight/Delivery Services","Medium","0",0.509765214991576,0.573682989147041,0.812540872228621,0.902632288832252,-0.0250000000000004,0.0124999999999993,0.00500000000000078,0.104999999999999,0.0433700210175621,0.0262683045303854,0.0476796519264646,0.113453978845538
"74","Technology","Radio And Television Broadcasting And Communications Equipment","Small","0",0.573118864018325,0.60818760053949,0.595085593736863,0.601154794339757,-0.00999999999999801,0,0,0,0.0496486686468872,0.0455459250469943,0.0461528036184138,0.0438146341289744
"75","Miscellaneous","Business Services","Large","0",0.740999440424423,0.960792553021815,0.935881335234139,0.784510273437636,0.019999999999996,-0.0399999999999991,0.0799999999999983,0.00999999999999801,0.0490624184162559,0.0935917594180604,0.045223827844031,0.0960011781787169
"76","Health Care","Major Pharmaceuticals","Small","0",0.762380490062464,1.37319802311086,4.18582023054692,1.48282401843569,-0.0299999999999998,-0.0200000000000005,-0.0476000000000001,-0.1718,0.269786484411901,0.152831977791165,0.253436237556274,0.521607655780271
"77","Health Care","Major Pharmaceuticals","Small","0",1.14455739929318,0.675434177080083,1.32330988192784,0.601154794339757,0.210000000000001,-0.0700000000000003,0.334999999999999,0,0.207092765150502,0.0977884687703322,0.30599992637699,0.0438146341289744
"78","Health Care","Major Pharmaceuticals","Small","0",0.76677009438063,0.520572967719311,0.618312213929139,2.75787342262016,-0.0800000000000001,-0.0800000000000001,0.0300000000000002,0,0.147242874848282,0.0838085109912969,0.129607206347268,0.159355812203768
"79","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","Small","0",0.991306813650566,2.03375549959538,0.760072650874626,1.0207900983146,0,-0.005,-0.000400000000000011,0,0.428189233375594,0.498991175913481,0.112290950436068,0.129362249031916
"80","Health Care","Major Pharmaceuticals","Medium","0",1.56278905102148,1.10101751684478,0.709588151316941,2.00653964896177,-0.0399999999999991,-0.0100000000000051,0.019999999999996,0.0150000000000006,0.266406784588953,0.0137286979409222,0.0120846853880774,0.00873017950330549
"81","Public Utilities","Telecommunications Equipment","Small","0",0.488922600041092,0.546096015129135,0.650372637622176,1.60545759840358,-0.0549999999999997,-0.0499999999999998,-0.105,-0.0750000000000002,0.0621659531541045,0.0762847959389581,0.085172342198536,0.0848447051382651
"82","Technology","Computer Software: Prepackaged Software","Small","0",0.563857122890791,0.956976280391565,0.740665226601269,0.665401934439766,0.0350000000000001,-0.0600000000000023,0.125,0.125,0.0294009736333867,0.109173759354431,0.0813390947124604,0.067050386612942
"83","Public Utilities","Telecommunications Equipment","Small","1",0.552200735476406,0.751753296087216,1.68935915063182,0.70739867220816,-0.00999999999999979,-0.0100000000000002,0,0,0.0431477919174784,0.120409034365068,0.314671545182535,0.042382203504235
"84","Public Utilities","Telecommunications Equipment","Small","1",0.568229258237516,0.759751705529967,1.63431200471103,0.702081800512486,0,-0.02,0,0,0.036924194930439,0.108532522968832,0.322656426754323,0.0488931821322603
"85","Health Care","Major Pharmaceuticals","Small","0",1.40550889029379,1.73698288509096,0.642345370878811,1.29509539125854,-0.0299999999999976,0.129999999999999,0.0500000000000007,0.135,0.0657996572144431,0.0651623562363403,0.0748054429175955,0.0869527404365605
"86","n/a","n/a","Medium","0",0.88210034019056,0.98543349927099,0.648384813466202,1.08379951818959,-0.00999999999999979,-0.00999999999999979,-0.0145,0,0.0799571162465309,0.108582840130628,0.0766577779177547,0.0315784009394719
"87","Health Care","Major Pharmaceuticals","Small","0",0.610383567181929,0.856618159585288,1.23618403293028,1.54510938755762,-0.0500000000000007,-0.0499999999999989,-0.0249999999999995,-0.0500000000000007,0.118478295264079,0.0823865429131633,0.108077792523555,0.161391836492442
"88","Health Care","Major Pharmaceuticals","Small","0",0.728450215693507,0.974036213339259,2.7811100477739,2.06143000107274,0,-0.0499999999999998,0,0,0.0944355198788528,0.0657466739907691,0.294786264624815,0.0864392500214305
"89","Health Care","Major Pharmaceuticals","Medium","0",0.635734840583664,0.475090185238246,0.415799952008011,0.883847341710329,-0.495000000000005,-0.400000000000006,0.0749999999999886,0.120000000000005,0.0477422712520019,0.0939843197583385,0.0441060812939333,0.082380052712464
"90","Consumer Non-Durables","Farming/Seeds/Milling","Small","0",0.570131178140277,0.672846906565566,1.24116373061293,0.749411192860149,-0.0250000000000004,-0.0500000000000043,0.112,0.0749999999999993,0.0275703319670383,0.0483926979723535,0.0416148302752457,0.040486695497714
"91","Health Care","Industrial Specialties","Large","0",0.506462392533263,0.542410548302461,0.406799494123605,1.78120897387373,0.814999999999998,0.439999999999998,0.155000000000001,0.0549999999999997,0.0510013800373111,0.0944323537375132,0.0641260719096673,0.088587506667853
"92","Health Care","Major Pharmaceuticals","Small","0",0.585718649715707,1.00144890110728,1.02729280703129,0.830265327497439,-0.005,0,0,0,0.0720516326696049,0.0382760570728692,0.0447668430431193,0.0510499319416887
"93","Miscellaneous","Business Services","Large","0",1.69927428774702,0.776676296699715,0.885703382562783,2.39477199958757,-0.02,-0.00999999999999979,0.00999999999999979,-0.0150000000000001,0.20906317593741,0.049650025913118,0.0615755663355297,0.036857332161275
"94","Health Care","Major Pharmaceuticals","Medium","0",0.923369434433664,0.563774171387277,0.450029187406134,0.337485174788146,-0.125,0.0600000000000023,-0.112500000000001,0.0400000000000027,0.0906949413993951,0.0444024485582827,0.0559469064056321,0.0204211386511674
"95","Finance","Major Banks","Small","0",0.755194521325696,0.616768893298639,0.806950837761012,1.01174790760784,0.100000000000001,0.100000000000001,-0.0500000000000007,0.0499999999999972,0.0202995256415453,0.0203240453325048,0.0534655755053071,0.0222584416909712
"96","Transportation","Air Freight/Delivery Services","Medium","0",0.44292557499239,0.420553523873365,0.485151685544825,0.590859434361076,0.299999999999997,0,-0.0750000000000099,1.4210854715202e-14,0.0365525105913899,0.0610210239595408,0.0707403212333027,0.0486243186442421
"97","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","Medium","0",1.35261405988202,2.4517211986416,0.595085593736863,0.601154794339757,-0.04,0.0800000000000001,0,0,0.266073461731781,0.13799443041324,0.0461528036184138,0.0438146341289744
"98","Energy","Coal Mining","Medium","0",0.453374004105661,0.431721427501269,0.419184140303917,0.628619891930676,-0.0500000000000007,0.0244999999999997,0,-0.0235000000000003,0.0777394197340518,0.0374127926010032,0.0310578275219811,0.0602166703854947
"99","Public Utilities","Power Generation","Medium","0",0.390190180674615,0.395445765197908,0.339741845347385,0.575103415582468,-0.0500000000000007,0,0.0650000000000013,-0.0139999999999993,0.0243079118438609,0.0242725519431197,0.0265469538008945,0.0236904837355902
"100","Health Care","Industrial Specialties","Small","0",2.6670394469874,3.24524644174359,1.24533766412766,1.82382432330728,0,-0.00999999999999979,-0.0100000000000002,-0.01995,0.251929519550314,0.0439710881445111,0.0675154957569203,0.172970837069219
"101","Capital Goods","Electrical Products","Medium","0",0.674518748269535,0.722389716717334,0.559274627604279,0.521588721495864,-0.0499999999999989,0.0199999999999996,0.15,0.0495000000000001,0.0920921276424744,0.0834672724663934,0.0663647766436071,0.0822728317601045
"102","Technology","Computer Communications Equipment","Small","0",0.897958515767532,1.04493504262027,0.821524367816796,2.9303987580142,0.00999999999999979,0.00999999999999979,0.00999999999999979,0.0200000000000005,0.0439715850487699,0.0382376462815018,0.0278725750858946,0.0239221383277518
"103","Technology","EDP Services","Large","0",0.560776820633855,0.709563433004268,0.718039915030046,1.11588907338312,-0.0599999999999996,-0.00999999999999979,0.0249999999999995,0.0249999999999995,0.0818876583523207,0.0509678508183397,0.0551321123766007,0.0320608767662625
"104","Health Care","Major Pharmaceuticals","Medium","0",0.811933726638908,0.690193489265381,1.82876086501852,0.866041720091663,-0.225000000000001,-0.370000000000005,0.0999999999999943,0.48,0.0973938582294801,0.0458781566924917,0.171875396566198,0.185046822186629
"105","Technology","Semiconductors","Medium","0",0.631518239494871,0.465676962165527,0.487041283932597,0.47651375446083,-0.0100000000000007,-0.0199999999999996,0.0150000000000006,-0.0499999999999989,0.0648883414221951,0.0214308478890168,0.0652819928451803,0.0649159454156017
"106","Technology","Computer Software: Programming, Data Processing","Large","0",0.396508825169571,0.491159578361776,0.437557026773217,0.419999160392112,0.134999999999991,0.960000000000036,0.455000000000041,1.63,0.0476550659532614,0.0317887312039955,0.0192085250733307,0.0498017517560651
"107","Technology","Computer Software: Programming, Data Processing","Large","0",0.418097836248028,0.436554863951075,0.476125233596917,0.406023713130089,1.23500000000001,0.400000000000091,-0.205000000000041,1.35500000000002,0.048431221807717,0.0286779818188996,0.0202944416358084,0.0501038038913795
"108","n/a","n/a","Medium","0",0.573118864018325,0.60818760053949,0.595085593736863,0.601154794339757,0,0,0,0,0.0273021229144074,0.0384121856110289,0.0186831661233052,0.010158517382025
"109","Health Care","Medical/Dental Instruments","Small","0",0.678800857931289,0.900457550223772,1.99634816651489,1.49607587863214,-0.00500000000000012,-0.0299999999999994,0,-0.0048999999999999,0.0297189608381341,0.180540243253209,0.196036047921858,0.0539691730314541
"110","Health Care","Major Pharmaceuticals","Small","0",0.99597820022701,0.923033787483852,1.05765798753117,1.93164748265283,-0.0350000000000001,-0.00999999999999979,-0.0400000000000009,0,0.124511450859725,0.0599914701701524,0.119564382403619,0.0638641114868341
"111","Technology","EDP Services","Medium","0",0.433852357913021,0.498009797784062,0.53438436101342,1.78114640278995,-0.0949999999999989,0.159999999999997,0.0999999999999979,0.0749999999999993,0.0398918214432055,0.0319415626440533,0.0621875999106934,0.0527064114091
"112","Technology","Computer Software: Prepackaged Software","Medium","0",0.552969259295882,2.17765053173124,0.595085593736863,0.601154794339757,0.0250000000000004,0.24,0,0,0.0774463642776053,0.0847373091826426,0.0461528036184138,0.0438146341289744
"113","Health Care","Major Pharmaceuticals","Small","0",0.654098881392629,1.12649206841751,0.727870233358487,1.18967586554257,-0.02,-0.02,-0.00999999999999979,-0.0650000000000004,0.168908373739624,0.165059034192126,0.0810051371433471,0.320746093908952
