Date,Open,High,Low,Close,Volume,OpenInt
2017-09-27,52.05,52.05,52.02,52.02,272,0
2017-10-02,52.4,52.4,52.4,52.4,200,0
2017-10-30,53.768,53.768,53.768,53.768,100,0
2017-11-15,53.7600,53.7600,53.7600,53.7600,-,0
2017-11-16,53.7600,53.7600,53.7600,53.7600,-,0
2017-11-17,53.7600,53.7600,53.7600,53.7600,-,0
2017-11-20,53.7600,53.7600,53.7600,53.7600,-,0
2017-11-21,54.4200,54.4200,54.4200,54.4200,200,0
2017-11-22,54.4200,54.4200,54.4200,54.4200,-,0
2017-11-24,54.4200,54.4200,54.4200,54.4200,-,0
2017-11-27,54.3100,54.4300,54.3100,54.4300,300,0
2017-11-28,54.4300,54.4300,54.4300,54.4300,-,0
2017-11-29,54.4300,54.4300,54.4300,54.4300,-,0
2017-11-30,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-01,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-04,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-05,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-06,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-07,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-08,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-11,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-12,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-13,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-14,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-15,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-18,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-19,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-20,54.4300,54.4300,54.4300,54.4300,100,0
2017-12-21,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-22,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-26,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-27,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-28,54.4300,54.4300,54.4300,54.4300,-,0
2017-12-29,54.4300,54.4300,54.4300,54.4300,-,0
2018-01-02,54.4300,54.4300,54.4300,54.4300,-,0
2018-01-03,54.4300,54.4300,54.4300,54.4300,-,0
2018-01-04,54.4300,54.4300,54.4300,54.4300,-,0
2018-01-05,57.0310,57.1350,57.0310,57.1350,400,0
2018-01-08,57.4800,57.4800,57.4800,57.4800,100,0
2018-01-09,57.4800,57.4800,57.4800,57.4800,-,0
2018-01-10,57.4600,57.4600,57.4600,57.4600,300,0
2018-01-11,57.7000,57.7000,57.6620,57.6620,200,0
2018-01-12,57.6620,57.6620,57.6620,57.6620,-,0
2018-01-16,58.7000,58.7000,58.7000,58.7000,200,0
2018-01-17,58.5500,58.5600,58.5330,58.5330,2900,0
2018-01-18,58.5330,58.5330,58.5330,58.5330,-,0
2018-01-19,58.5330,58.5330,58.5330,58.5330,-,0
2018-01-22,58.5330,58.5330,58.5330,58.5330,-,0
2018-01-23,58.5330,58.5330,58.5330,58.5330,-,0
2018-01-24,59.2650,59.2650,59.2650,59.2650,100,0
2018-01-25,59.2650,59.2650,59.2650,59.2650,-,0
2018-01-26,59.2650,59.2650,59.2650,59.2650,-,0
2018-01-29,59.2650,59.2650,59.2650,59.2650,-,0
2018-01-30,59.0000,59.0600,59.0000,59.0600,300,0
2018-01-31,59.0600,59.0600,59.0600,59.0600,-,0
2018-02-01,59.0600,59.0600,59.0600,59.0600,-,0
2018-02-02,59.0600,59.0600,59.0600,59.0600,-,0
2018-02-05,57.1500,57.1500,57.0000,57.0000,500,0
2018-02-06,55.3450,55.3450,55.3450,55.3450,200,0
2018-02-07,55.3450,55.3450,55.3450,55.3450,-,0
2018-02-08,55.2000,55.4550,55.2000,55.2500,800,0
2018-02-09,55.2500,55.2500,55.2500,55.2500,-,0
2018-02-12,55.2500,55.2500,55.2500,55.2500,-,0
2018-02-13,55.2500,55.2500,55.2500,55.2500,-,0
2018-02-14,55.2500,55.2500,55.2500,55.2500,-,0
2018-02-15,57.0000,57.0000,57.0000,57.0000,100,0
2018-02-16,57.0000,57.0000,57.0000,57.0000,-,0
2018-02-20,57.0000,57.0000,57.0000,57.0000,-,0
2018-02-21,57.0000,57.0000,57.0000,57.0000,-,0
2018-02-22,57.0000,57.0000,57.0000,57.0000,-,0
2018-02-23,57.0000,57.0000,57.0000,57.0000,-,0
2018-02-26,57.0000,57.0000,57.0000,57.0000,-,0
2018-02-27,57.0000,57.0000,57.0000,57.0000,-,0
2018-02-28,57.0000,57.0000,57.0000,57.0000,-,0
2018-03-01,57.0000,57.0000,57.0000,57.0000,-,0
2018-03-02,56.2980,56.2980,56.2980,56.2980,100,0
2018-03-05,56.2980,56.2980,56.2980,56.2980,-,0
2018-03-06,57.1500,57.1500,57.1500,57.1500,100,0
2018-03-07,57.1500,57.1500,57.1500,57.1500,-,0
2018-03-08,57.1500,57.1500,57.1500,57.1500,-,0
2018-03-09,58.1500,58.1500,58.1500,58.1500,100,0
2018-03-12,58.4600,58.4600,58.4600,58.4600,200,0
2018-03-13,58.4600,58.4600,58.4600,58.4600,-,0
2018-03-14,58.4600,58.4600,58.4600,58.4600,-,0
2018-03-15,58.4600,58.4600,58.4600,58.4600,-,0
2018-03-16,58.4600,58.4600,58.4600,58.4600,-,0
2018-03-19,57.3900,57.3950,57.3260,57.3950,400,0
2018-03-20,57.3950,57.3950,57.3950,57.3950,-,0
2018-03-21,57.3950,57.3950,57.3950,57.3950,-,0
2018-03-22,57.3950,57.3950,57.3950,57.3950,-,0
2018-03-23,57.3950,57.3950,57.3950,57.3950,-,0
2018-03-26,57.3950,57.3950,57.3950,57.3950,-,0
2018-03-27,57.3950,57.3950,57.3950,57.3950,100,0
2018-03-28,57.3950,57.3950,57.3950,57.3950,-,0
2018-03-29,57.3950,57.3950,57.3950,57.3950,-,0
2018-04-02,57.3950,57.3950,57.3950,57.3950,-,0
2018-04-03,57.3950,57.3950,57.3950,57.3950,-,0
2018-04-04,57.3950,57.3950,57.3950,57.3950,-,0
2018-04-05,57.3950,57.3950,57.3950,57.3950,-,0
2018-04-06,54.6880,54.6880,54.4340,54.4340,500,0
2018-04-06,54.6881,54.6881,54.4337,54.4337,496,0
