"","symbol","week52change","week52high","week52low","day200MovingAvg","day50MovingAvg","avg10Volume","avg30Volume","ttmEPS","companyName","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","peRatio","beta","marketcap","employees","float","ttmDividendRate","sharesOutstanding","nextDividendDate","dividendYield","nextEarningsDate","exDividendDate"
"97","AGFS",-0.633871,6.87,1.33,2.92,1.62,243391.6,174240.37,-0.6702,"AgroFresh Solutions, Inc.",-0.680594,-0.680597,-0.423698,-0.653226,-0.443005,-0.447301,0.174863,0.472603,0.452703,0.30303,-3.39,0.699809230158916,116775610,285,49124978.42,NA,51443000,NA,NA,"2019-11-11",NA
"98","AGFSW",-0.8,0.77,0.05,0.2642,0.1626,44449,16081.73,NA,"AgroFresh Solutions, Inc.",-0.807692307692308,-0.807692307692308,-0.0909090909090909,-0.8,-0.375,-0.0909090909090909,-0.444444444444444,-0.411764705882353,-0.444444444444444,-0.285714285714286,NA,-0.253333853502478,1013427,NA,NA,NA,0,NA,NA,NA,NA
"99","ALRN",-0.680033,3.54,0.445,1.2279,0.6497,370591.2,341092.47,-1.7394,"Aileron Therapeutics, Inc.",-0.847222,-0.847222,-0.847222,-0.678367,-0.05402,-0.51755,0.096477,0.581803,0.689842,0.176707,-0.55,1.28970241185907,26694819,23,17042468.58,NA,27810000,NA,NA,"2019-11-06",NA
"100","AIMT",-0.155137,36.12,16.95,21.69,20.09,1410438,906583.37,-3.7244,"Aimmune Therapeutics, Inc.",-0.173444,-0.173444,0.032124,-0.155137,0.013558,0.043129,0.220079,0.144249,0.26838,0.199903,-6.62,1.24368499414522,1546044230,215,38759648.458,NA,62669000,NA,NA,"2019-11-06",NA
"101","AIRT",-0.253176,29.52,14.95,18.69,17.55,1839,2072.77,0.3075,"Air T, Inc.",17.801418,1.220268,0.384334,-0.248423,0.081416,-0.153365,0.00873,-0.033324,-0.062377,0.009324,55.45,0.18895537949668,51763800,769,1754695.668,NA,3036000,NA,NA,NA,NA
"102","AIRTP",0.158654,3.16,2.08,2.42,2.4,2678.8,5879.63,NA,"Air T, Inc.",NA,NA,NA,0.168269,0.168269,0.168269,-0.114335,0.016736,0.021008,0.008299,NA,-0.258290517166942,7316760,NA,NA,NA,0,NA,NA,NA,NA
"103","AIRTW",NA,NA,NA,NA,NA,NA,NA,NA,"Air T, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197644,NA,NA,NA,0,NA,NA,NA,NA
"104","ATSG",0.023087,25.82,17.06,22.25,21.81,303375.3,351231.63,0.4235,"Air Transport Services Group, Inc.",36.7,1.445405,-0.013519,0,-0.01953,0.07233,-0.067539,0.082843,0.002724,0.056432,53.36,0.933430470996494,1341603800,3830,57519363.309,NA,59363000,NA,NA,"2019-11-08",NA
"105","AIRG",-0.007109,17.25,8.81,12.71,12.39,75965.3,76577.1,0.2817,"Airgain, Inc.",0.9675,0.9675,0.156503,-0.031596,0.199609,-0.07958,-0.137834,-0.012087,-0.033885,0.116576,44.62,0.974637023152687,122117550,118,8074787.405,NA,9715000,NA,NA,"2019-11-07",NA
"106","ANTE",-0.520737,3.2,0.9,1.7,1.19,23249.6,25366.27,-6.0585,"AirNet Technology, Inc.",NA,NA,NA,-0.544828,-0.252548,-0.555056,-0.403614,-0.01,-0.220472,0.057692,-0.17,-0.0152101185865544,NA,315,12758851.250325,NA,NA,NA,NA,NA,NA
"107","AKAM",0.187106,93.12,57.18,75.37,86.45,1761310.7,1785944.3,2.59,"Akamai Technologies, Inc.",55,0.522561,0.573849,0.194722,0.541942,0.251238,0.149009,0.018127,0.009766,-0.009039,34.91,1.18728277250697,14916022620,7519,160657491.816,NA,164982000,NA,NA,"2019-10-21",NA
"108","AKTX",-0.119816,9.2,1.56,2.32,1.92,1842216.7,2115792.23,NA,"Akari Therapeutics Plc",-0.958989,-0.939065,-0.686156,-0.103448,0.171171,-0.669492,-0.117647,0.083333,0.083333,0.026316,NA,0.196849428127899,NA,14,17454777.5665497,NA,NA,NA,NA,"2019-11-11",NA
"109","AKCA",-0.140689,37.73,18.68,25.95,21.66,150070.4,177789.03,-1.7732,"Akcea Therapeutics, Inc.",1.757384,1.757384,1.757384,-0.136998,-0.315327,-0.29396,-0.08042,-0.019114,-0.027726,0.085095,-11.81,1.19380111463259,1949020400,248,15814416.648,NA,93032000,NA,NA,"2019-11-04",NA
"110","AKBA",-0.314516,10.45,3.5,5.85,4.24,946320.9,881581.5,-2.4325,"Akebia Therapeutics, Inc.",-0.757258,-0.71875,-0.478261,-0.293011,-0.093103,-0.340025,0.228972,0.174107,0.270531,0.292383,-2.1,1.88997384059325,606206400,325,106596759.744,NA,118864000,NA,NA,"2019-11-11",NA
"111","KERN",-0.156436,72.65,7.23,11.1,10.56,48850.6,58568.8,0.0368,"Akerna Corp.",NA,NA,NA,-0.142574,-0.142574,-0.145957,-0.149813,-0.125253,-0.058696,0.110256,231.52,0.181992022572801,93370680,2,4082457.639,NA,10959000,NA,NA,NA,NA
"112","KERNW",NA,NA,NA,NA,NA,NA,NA,NA,"Akerna Corp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30246840,NA,NA,NA,0,NA,NA,NA,NA
"113","AKRO",0.10262,30.3,16.06,23.41,24.31,87685.8,95723.8,-5.1141,"Akero Therapeutics, Inc.",NA,NA,NA,0.149017,0.149017,0.149017,0.149017,-0.199011,-0.136233,-0.188512,-3.95,-0.173983135840624,576811000,8,8485203.915,NA,28555000,NA,NA,"2019-11-27",NA
"114","AKER",-0.766321,3.92,0.4,0.812,0.4437,157698.5,210258.37,-0.7063,"Akers Biosciences, Inc.",-0.997898,-0.971671,-0.939394,-0.783242,-0.616917,-0.56219,-0.174389,-0.163726,0.056782,0.03536,-0.7,0.890579551996004,6198940,13,12471744.639,NA,12513000,NA,NA,NA,NA
"115","AKRX",-0.732156,14.49,2.34,3.86,3.41,2502446.7,2346384.97,-3.8125,"Akorn, Inc.",2.03,-0.882604,-0.908445,-0.724798,0.074713,0.065527,-0.142202,0.330961,0.027473,0.411321,-0.95,0.877143688740708,459160520,2220,94015387.044,NA,126143000,NA,NA,"2019-11-04",NA
"116","AKTS",NA,9,3.4,6.42,6.31,489303.4,446469.43,-1.1897,"Akoustis Technologies, Inc.",1.56,1.56,-0.334027,0.03625,0.480357,0.285271,0.154596,0.417094,0.475089,0.031095,-6.72,0.638976616339074,243600000,75,23025985.5,NA,30450300,NA,NA,"2019-11-12",NA
"117","ALRM",-0.13389,71.5,40.92,56.76,49.01,310626.1,436138.43,0.4771,"Alarm.com Holdings, Inc.",3.214455,3.214455,1.103489,-0.135629,-0.04514,-0.184413,-0.09864,0.063316,0.014697,0.028341,104.4,1.22132517388484,2415137470,884,35932503.525,NA,48487000,NA,NA,"2019-11-11",NA
"118","ALSK",0.017544,2.1,1.37,1.75,1.79,117982,117955.73,0.0714,"Alaska Communications Systems Group, Inc.",-0.089109,-0.036649,-0.148148,0.017544,0.122581,-0.038674,0.060976,0.004967,-0.059459,0.017544,24.37,0.554439575110135,93145680,596,46209732.444,NA,53532000,NA,NA,"2019-11-05",NA
"119","ALAC",0.053775,10.2,9.65,9.99,10.15,20,693.7,NA,"Alberton Acquisition Corp.",0.037198,0.037198,0.037198,0.053775,0.045128,0.022066,0.010913,0.004931,0.004832,0,NA,-0.00777031943108528,NA,NA,NA,NA,0,NA,NA,NA,NA
"120","ALACR",-0.310345,0.34,0.2,0.2539,0.2539,6540.1,3075.03,NA,"Alberton Acquisition Corp.",-0.310344827586207,-0.310344827586207,-0.310344827586207,-0.310344827586207,-0.230769230769231,-0.310344827586207,-0.310344827586207,-0.2,-0.166666666666667,-0.2,NA,0.372310151846504,NA,NA,NA,NA,0,NA,NA,NA,NA
"121","ALACU",0.015,10.5,9.59,10.08,10.09,2129.4,1141.93,0.0978,"Alberton Acquisition Corp.",0.015,0.015,0.015,0.015,0.00594648166501492,0.015,0.00694444444444447,0,0.00594648166501492,0,106.85,-0.00126888605938284,107635000,2,10300000,NA,10300000,NA,NA,NA,NA
"122","ALACW",0.222222,0.2,0.08,0.1126,0.1126,8290,7183.67,NA,"Alberton Acquisition Corp.",0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,-0.153846153846154,0.222222222222222,0.222222222222222,-0.0833333333333333,0.1,-0.0833333333333333,NA,0.438743062728639,NA,NA,NA,NA,0,NA,NA,NA,NA
"123","ALBO",-0.238415,38.69,19.1,28.54,26.12,44139.7,49130,-5.2307,"Albireo Pharma, Inc.",-0.983241,-0.43349,0.696345,-0.235976,0.038541,-0.154236,-0.241984,0.105426,-0.020711,-0.007918,-4.78,1.60095594592034,316871300,39,9821285.14,NA,12685000,NA,NA,"2019-11-12",NA
"124","ABDC",0.386185,9.4,5.58,7.82,8.59,41488.8,94841.83,0.6312,"Alcentra Capital Corp.",-0.447176,-0.447176,-0.425811,0.398744,0.341867,0.158648,0.104089,-0.035714,0.067066,-0.006689,13.99,0.460343120025013,113695080,NA,12737789.016,0.72,12876000,"2019-09-25",0.0815402038505096,"2019-11-11","2019-09-25"
"125","ALDR",-0.45914,18.95,8.39,11.72,9.82,685103.2,638213,-4.4532,"Alder Biopharmaceuticals, Inc.",0.26321,0.26321,-0.324267,-0.476344,-0.108059,-0.248457,-0.178059,-0.007136,-0.008147,0.120829,-2.26,1.8217050704749,841388220,202,70726039.947,NA,83637000,NA,NA,"2019-11-04",NA
"126","ALDX",-0.261538,16.7,4.31,7.38,5.26,251084.8,174653.17,-1.9922,"Aldeyra Therapeutics, Inc.",0.15,0.368595,1.096203,-0.25,-0.312573,-0.37766,-0.133333,0.083333,0.065574,0.186613,-2.89,1.50048780570187,158849280,19,24331104.17,NA,27578000,NA,NA,"2019-11-13",NA
"127","ALEC",0.055,27,13.64,19.21,18.06,368405.4,346632.33,NA,"Alector, Inc.",0.125556,0.125556,0.125556,0.086667,0.086667,0.192683,-0.05644,0.098876,-0.025896,0.182588,NA,0.502427989454069,1307119680,NA,40157139.456,NA,68832000,NA,NA,"2019-11-27",NA
"128","ALXN",-0.097858,141.86,92.56,121.65,113.68,3659126,2801361.07,5.9607,"Alexion Pharmaceuticals, Inc.",41.934169,-0.108798,0.100257,-0.090634,0.104131,-0.20227,-0.076595,-0.028797,-0.057871,0.042565,18.02,1.43688412772782,24081979800,2656,223525842.171,NA,224227000,NA,NA,"2019-10-28",NA
"129","ALCO",0.001504,34.65,25.25,29.69,31.35,10384.7,7721.9,2.9435,"Alico, Inc.",0.11152,-0.227647,-0.10198,-0.014135,0.101849,0.112695,0.114966,0.015175,0.025657,0.0681,11.31,0.4798277649604,248984100,233,3528284.145,0.24,7477000,NA,0.00720720720720721,NA,"2019-06-27"
"130","ALGN",-0.532531,398.87,169.84,249.2,210.03,1577541.8,1290212.87,5.22,"Align Technology, Inc.",53.91,5.836688,1.404818,-0.540038,-0.136058,-0.307421,-0.438647,-0.040549,-0.13704,-0.002513,34,1.64631433607745,14174706370,11660,73000256.967,NA,79871000,NA,NA,"2019-10-23",NA
"131","ALIM",-0.643478,1.21,0.321,0.8775,0.6106,342460.2,179250.57,0.2686,"Alimera Sciences, Inc.",-0.915455,-0.837413,-0.358621,-0.656522,-0.535294,-0.653509,-0.570652,-0.307018,-0.341447,0.087256,1.53,0.40746104487679,29110000,124,59198167,NA,7.1e+07,NA,NA,"2019-11-11",NA
"132","ALYA",-0.355556,6,2.25,2.98,2.87,16560,21643.23,NA,"Alithya Group, Inc.",-0.3,-0.3,-0.3,-0.348889,0.050179,0.065455,0.085185,0.065455,-0.016779,0.042705,NA,0.528770777564076,140652900,2028,34238359.431,NA,48501000,NA,NA,"2019-11-27",NA
"133","ALJJ",-0.181319,2.16,1.05,1.57,1.61,7338.6,12705.77,-0.1276,"ALJ Regional Holdings, Inc.",46.428571,-0.077778,-0.49697,-0.183562,0.07971,-0.118343,0.087591,-0.080247,-0.113095,-0.019737,-11.68,0.735331043129345,62462290,5042,18753401.271,NA,41921000,NA,NA,NA,NA
"134","ALKS",-0.438287,45.16,19.36,28.29,21.89,984347.9,1040432.93,-1.1665,"Alkermes Plc",2.225989,-0.378131,-0.500874,-0.430227,-0.222947,-0.32538,0.009371,0.030524,-0.016522,0.116486,-19.12,1.38971294689948,3504021300,2300,155585616.615,NA,157131000,NA,NA,"2019-10-28",NA
"135","ALLK",0.919982,92.84,29.34,48.35,63.8,338338.1,1016693.97,-1.5988,"Allakos, Inc.",0.2784,0.2784,0.2784,0.879973,0.608771,1.107863,1.028128,-0.045205,1.574331,-0.019691,-53.43,-0.00372759430106014,4135353040,62,22313284.448,NA,48412000,NA,NA,"2019-11-08",NA
"136","ABTX",-0.189498,45.2,28.58,34.54,32.99,101921.8,78585.9,2.5185,"Allegiance Bancshares, Inc. (Texas)",0.555363,0.555363,-0.088466,-0.177169,0.077429,-0.007163,0.101467,0.111659,0.10722,0.104844,14.1,0.958732086054495,751109000,569,19204883.862,NA,21158000,NA,NA,"2019-10-24",NA
"137","ALGT",0.222195,157.5,98.18,135.18,145.88,210743.9,219644.43,11.3473,"Allegiant Travel Co.",4.860159,0.272295,0.007466,0.229081,0.460487,0.188268,0.03946,0.063652,0.024303,0.029027,13.3,0.769385630269599,2460249280,3901,13034983.788,NA,16306000,"2019-09-19",NA,"2019-10-28","2019-09-19"
"138","ALGR",0.060733,10.14,9.02,9.96,10.11,5277.7,10300.3,NA,"Allegro Merger Corp.",0.048218,0.048218,0.048218,0.060733,0.03792,0.021169,0.00796,-0.000986,0.00496,0,NA,-0.0231846382987104,NA,NA,NA,NA,0,NA,NA,NA,NA
"139","ALGRR",-0.243243,0.46,0.16,0.353,0.2974,8656.1,3997.93,NA,"Allegro Merger Corp.",-0.243243243243243,-0.243243243243243,-0.243243243243243,-0.243243243243243,-0.0344827586206895,-0.348837209302326,-0.151515151515151,0,-0.0344827586206895,0,NA,-0.350858522067555,NA,NA,NA,NA,0,NA,NA,NA,NA
"140","ALGRU",0.031841,10.4,10.04,10.27,10.33,6045.2,2170.67,0.198,"Allegro Merger Corp.",0.0318407960199003,0.0318407960199003,0.0318407960199003,0.0318407960199003,0.00484496124030997,0.0146771037181995,0.00581959262851588,0.00193236714975841,0.00581959262851588,0,53.28,-0.0151981429105108,161657650,3,NA,NA,15323000,NA,NA,NA,NA
"141","ALGRW",-0.285714,1,0.22,0.336,0.3122,5800,13041.23,NA,"Allegro Merger Corp.",-0.285714285714286,-0.285714285714286,-0.285714285714286,-0.285714285714286,-0.166666666666667,-0.264705882352941,-0.285714285714286,-0.107142857142857,-0.193548387096774,-0.0740740740740741,NA,0.215278356735406,NA,NA,NA,NA,0,NA,NA,NA,NA
"142","ALNA",-0.619604,12,3.62,5.93,4.29,33930.5,38843.43,-2.0086,"Allena Pharmaceuticals, Inc.",-0.356713,-0.356713,-0.356713,-0.618705,-0.340591,-0.424695,-0.057778,0.062657,0.076142,0.039216,-2.11,1.26420215328355,99261180,NA,12563766.798,NA,23466000,NA,NA,"2019-12-12",NA
"143","ARLP",-0.181491,20.99,14.41,18.15,16.38,383330.5,444190.4,3.5001,"Alliance Resource Partners LP",2.455357,-0.584675,-0.156863,-0.184576,-0.096811,-0.219872,-0.064307,0.06016,-0.084824,-0.005643,4.55,0.518833909086579,2043984720,3599,85552315.722,2.11,128391000,NA,0.132537688442211,"2019-10-30","2019-08-06"
"144","LNT",0.176538,53.87,40.68,47.28,51.01,1610848.9,1308163.6,2.1624,"Alliant Energy Corp.",4.747561,0.602516,0.184468,0.177677,0.256379,0.096733,0.050173,0.005054,0.034414,-0.010716,23.89,0.215985770360278,12267959650,3885,237128140.266,1.38,237521000,NA,0.0267182962245886,"2019-11-07","2019-07-30"
"145","AESE",-0.472081,12.11,3.2,9.38,7.02,76438.7,135639.7,-0.1326,"Allied Esports Entertainment, Inc.",NA,NA,NA,-0.451777,-0.461035,-0.469225,-0.478261,0.512605,-0.475728,0.432361,-39.22,-0.0804109967536449,120062800,3,18372102.012,NA,23089000,NA,NA,NA,NA
"146","AHPI",-0.403361,2.8,1.4,1.76,1.55,1815.2,1873.3,-0.4432,"Allied Healthcare Products, Inc.",-0.700375,-0.605634,-0.05856,-0.407563,-0.20339,-0.233654,-0.230811,-0.027586,-0.078431,-0.013986,-3.2,-0.0200250928285114,5699880,202,2286607.212,NA,4014000,NA,NA,NA,NA
"147","AMOT",-0.183388,55.47,30.98,38.94,36.23,25366.7,33922.23,1.7584,"Allied Motion Technologies, Inc.",17.551402,2.538324,0.585463,-0.213816,-0.142793,-0.082313,0.111305,0.097904,-0.042804,0.101382,22.59,1.0935545953508,381312000,1600,7376400,0.12,9600000,NA,0.00302114803625378,"2019-10-30","2019-08-14"
"148","ALLO",0.668889,35.55,21.67,28.18,28.15,333182.2,319936.03,-1.4674,"Allogene Therapeutics, Inc.",0.727222,0.727222,0.727222,0.68,0.097242,0.124582,0.130045,0.066291,-0.002967,0.097641,-20.47,-0.0285564114063522,3657339960,122,45454867.401,NA,121749000,NA,NA,"2019-11-27",NA
"149","ALLT",0.257649,8.34,5.67,7.27,7.55,70155.9,78431.7,-0.2704,"Allot Ltd.",-0.46126,-0.408585,0.515275,0.239936,0.264368,-0.042289,0.101574,0.066482,0.079944,0.007853,-28.88,0.721037438198086,268289120,524,33519685.392,NA,34352000,NA,NA,"2019-10-28",NA
"150","MDRX",-0.285421,14.82,8.54,10.39,10.08,1655752.8,1770671.27,-1.8758,"Allscripts Healthcare Solutions, Inc.",3.142857,-0.289874,-0.119048,-0.289528,0.06135,-0.017045,-0.001923,0.118534,0.010711,0.128261,-5.57,1.29145495775999,1739857320,9500,162848312.01,NA,166653000,NA,NA,"2019-10-31",NA
"151","ALNY",-0.118682,99.72,60.27,78.92,78.46,696689.4,758798.97,-8.2733,"Alnylam Pharmaceuticals, Inc.",11.326123,0.435381,0.408097,-0.124158,0.143073,-0.093614,0.167462,0.039625,0.103636,0.041969,-10.12,1.45267007683977,9306997520,1065,109925438.136,NA,111208000,NA,NA,"2019-11-06",NA
"152","AOSL",0.034318,13.36,8.21,10.67,10.77,126933.4,142846.83,0.0762,"Alpha & Omega Semiconductor Ltd.",-0.357627,0.610482,-0.391328,0.043097,0.240038,0.176418,0.495423,0.154594,0.368586,0.06781,170.08,1.19391873894796,317779200,4338,19300108.84,NA,24520000,NA,NA,"2019-10-31",NA
"153","GOOG",0.054648,1289.27,970.11,1136.78,1177.21,1322637.7,1311687.9,49.9921,"Alphabet, Inc.",1.135615,1.338724,0.273028,0.050131,0.180141,0.034299,0.133619,0.030887,0.020877,0.024333,24.8,1.27351528674629,859537286795,98771,302351665.425,NA,347345000,NA,NA,"2019-10-28",NA
"154","GOOGL",0.048971,1296.97,977.65,1141.67,1178.32,1246548.6,1304791.03,49.9921,"Alphabet, Inc.",22.766481,1.303977,0.244886,0.04469,0.170943,0.029948,0.131951,0.031954,0.019137,0.02375,24.8,1.26532551538786,859863194799,98771,298907176.248,NA,299532000,NA,NA,"2019-10-28",NA
"155","SMCP",-0.112975,27.24,19.78,23.03,22.99,1182.5,1562.57,NA,"AlphaMark Actively Managed Small Cap ETF",-0.03273,-0.03273,0.001134,-0.115321,0.132697,-0.002103,0.025497,0.053225,0.014536,0.039818,NA,0.641656734006186,NA,NA,NA,NA,0,NA,NA,NA,NA
"156","ATEC",0.627907,6.35,1.18,3.41,5.17,261626.1,524019.13,-1.0195,"Alphatec Holdings, Inc.",-0.966407,-0.762467,0.72381,0.549419,1.390135,0.974074,0.1174,-0.13474,0.1174,0.025,-5.49,0.540971423889107,335611920,195,39952141.9173,NA,59930700,NA,NA,"2019-11-11",NA
"157","ALPN",-0.384615,8.24,3.41,5.39,4.31,18811.4,16402.67,-3.019,"Alpine Immune Sciences, Inc.",-0.892259,-0.892259,-0.307112,-0.235577,0.166259,-0.328169,0.166259,0.339737,0.149398,-0.026531,-1.27,0.151749117793962,71377920,48,8760728.868,NA,18588000,NA,NA,"2019-11-08",NA
"158","AMR",-0.984409,4.83,0.065,0.4715,0.1302,2788044.2,2291812.77,-0.136,"Alta Mesa Resources, Inc.",-0.97736,-0.97736,-0.977633,-0.983806,-0.932162,-0.794037,-0.51977,-0.46897,-0.467845,-0.154882,-0.53,1.68406169212318,28146812,NA,116393051.12,NA,183310000,NA,NA,"2019-09-19",NA
"159","AMRWW",-0.937853,2.14,0.05,0.7883,0.1088,239393.9,309514.77,NA,"Alta Mesa Resources, Inc.",-0.937142857142857,-0.937142857142857,-0.937142857142857,-0.937853107344633,0.571428571428571,-0.816666666666667,-0.421052631578947,0.1,0.222222222222222,0.1,NA,0.350147473038468,2368215,NA,NA,NA,0,NA,NA,NA,NA
"160","AABA",0.03045,79.18,54.75,68.64,69.98,11056335.9,7269066.7,-5.3201,"Altaba, Inc.",0.02,0.02,0.02,0.029715,0.217603,-0.04943,0.051051,-0.002138,0.000143,-0.001284,-13.17,1.00078897271268,36391745550,NA,487929406.799,NA,519511000,"2019-09-24",NA,"2019-10-16","2019-09-24"
"161","ALTR",-0.155328,43.99,25.28,35.36,37.65,496390,527780.5,0.0912,"Altair Engineering, Inc.",1.052977,1.052977,1.052977,-0.16008,0.254858,-0.129149,-0.060699,-0.035335,-0.187712,0.012055,370.29,1.49289657725051,2419147720,2850,36450465.165,NA,39735000,NA,NA,"2019-11-28","2015-11-06"
"162","ATHE",-0.416216,2.72,0.91,1.47,1.09,10664.2,15469.1,-0.8598,"Alterity Therapeutics Ltd.",-0.940741,-0.804444,-0.263598,-0.448649,-0.46875,-0.433333,-0.28169,0.056229,0.040816,-9.8e-05,-1.26,0.559804818918824,NA,14,NA,NA,NA,NA,NA,NA,NA
"163","ALT",-0.711538,36.25,1.7,2.65,2.24,125065,132745.23,-5.0432,"Altimmune, Inc.",-0.998552,-0.992762,-0.98542,-0.724359,-0.173077,-0.245614,-0.133065,0.014151,-0.096639,0.064356,-0.45,1.56011947728942,34508250,27,12639344.396,NA,15337000,NA,NA,"2019-11-07",NA
"164","ASPS",-0.336024,35.27,18.3,22.38,20.35,49161.3,54101.4,-0.7329,"Altisource Portfolio Solutions SA",2.504286,-0.742764,0.368862,-0.345291,-0.01084,-0.163484,0.119632,0.109985,0.053391,0.057971,-30.3,0.956358874231284,355337790,6128,15138413.79,NA,15999000,NA,NA,"2019-10-24",NA
"165","AIMC",-0.234359,44.05,23.52,30.84,28.31,367928.4,382839.13,1.346,"Altra Industrial Motion Corp.",1.576627,0.0502,-0.137705,-0.238718,0.132342,-0.074213,-0.185683,0.180986,0.090342,0.148549,22.18,1.64775965116127,1926089440,9300,63798971.28,0.68,64504000,"2019-09-17",0.0227729403884796,"2019-10-21","2019-09-17"
"166","ALTM",-0.721295,10.48,2.18,5.56,2.96,725732.5,755965,-0.0941,"Altus Midstream Co.",-0.479381,-0.479381,-0.479381,-0.725221,-0.634465,-0.546191,-0.339623,0.029412,-0.066667,0.166667,-30.18,0.879545964043217,922798360,NA,65149266.92,NA,74929000,NA,NA,"2019-11-27",NA
"167","AMAG",-0.486275,23.77,6.81,12.56,10.15,903764.7,1597875.33,-9.391,"AMAG Pharmaceuticals, Inc.",1.642222,-0.362466,-0.35903,-0.464488,-0.219187,-0.040593,0.322928,0.025021,0.417532,0.050427,-1.26,1.15371730466292,399692790,467,29176590.541,NA,33901000,NA,NA,"2019-11-04",NA
"168","AMAL",-0.191433,22.97,14.58,17.31,16.35,41999.2,30610.4,1.2504,"Amalgamated Bank",0.341836,0.341836,0.341836,-0.170809,-0.195072,-0.065554,-0.085181,0.010961,-0.081429,-0.020612,12.23,0.634586599250253,485787764,421,13137683.6864,0.18,31771600,NA,0.0117724002616089,"2019-11-04","2019-08-14"
"169","AMRN",4.683673,23.91,2.65,17.76,17.46,6811649.5,8133451.97,-0.2698,"Amarin Corp. Plc",-0.292218,10.512658,5.294118,4.697279,0.287471,-0.181329,-0.102358,0.172148,-0.058989,0.029502,-61.93,1.06503704659483,NA,530,326418369.34002,NA,NA,NA,NA,"2019-10-31",NA
"170","AMRK",-0.088663,15.15,10.45,12.54,13.33,7890.7,8475.4,0.3135,"A-Mark Precious Metals, Inc.",-0.176692,-0.070458,-0.356072,0.000727,0.132401,0.1338,0.128689,-0.048376,0.032234,-0.015021,40,0.191153063681317,88168740,NA,4589471.188,NA,7031000,NA,NA,"2019-11-07","2018-02-12"
"171","AMZN",-0.075648,2035.8,1307,1771.39,1866.73,2760033.9,3327080.37,24.6671,"Amazon.com, Inc.",75.372357,5.663763,1.055287,-0.073532,0.197787,0.090335,-0.014303,0.01053,-0.006344,0.005476,74.57,1.71148643096941,909840567040,647500,436540845.184,NA,494656000,NA,NA,"2019-10-26",NA
"172","AMBC",-0.070755,21.74,14.44,17.9,18.18,204292.1,267889.27,-6.4524,"Ambac Financial Group, Inc.",-0.048,-0.356974,0.029189,-0.073585,0.119726,-0.003551,0.293808,0.047467,0.0703,0.045237,-3.05,0.676129146288273,897354700,102,45228453.369,NA,45551000,NA,NA,"2019-11-18",NA
