"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Ex","Company","City","State","BreachType","TotalRecords","BreachYear","Latitude","Longitude","CompanyName"
"157","AMZN","Amazon.com, Inc.",891,"$878.65B","1997","Consumer Services","Catalog/Specialty Distribution","NASDAQ","Amazon.com","Seattle","Washington","Unintended Disclosure",0,2011,47.60621,-122.332071,"Amazon.com, Inc."
"158","AMBC","Ambac Financial Group, Inc.",894,"$821.74M","n/a","Finance","Property-Casualty Insurers","NASDAQ","Obsidian Financial Group","Woodbury","New York","Insider",0,2009,40.825655,-73.467623,"Ambac Financial Group, Inc."
"159","AMBA","Ambarella, Inc.",2211,"$1.83B","2012","Technology","Semiconductors","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","AMCX","AMC Networks Inc.",2058,"$2.7B","n/a","Consumer Services","Television Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","AMCI","AMCI Acquisition Corp.",2660,"$274.82M","2018","Finance","Business Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","DOX","Amdocs Limited",2362,"$8.8B","n/a","Technology","EDP Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","AMED","Amedisys Inc",619,"$4.14B","n/a","Health Care","Medical/Nursing Services","NASDAQ","Amedisys","Baton Rouge","Louisiana","Hacking",6909,2015,30.40097,-91.050462,"Amedisys Inc"
"164","AMED","Amedisys Inc",619,"$4.14B","n/a","Health Care","Medical/Nursing Services","NASDAQ","Amedisys",NA,"Louisiana","Unintended Disclosure",6909,2015,40.760537,-73.97889,"Amedisys Inc"
"165","AMTB","Amerant Bancorp Inc.",823,"$715.47M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","AMTBB","Amerant Bancorp Inc.",631,"$572.5M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","UHAL","Amerco",1773,"$6.89B","n/a","Consumer Services","Rental/Leasing Companies","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","AMRH","Ameri Holdings, Inc.",55,"$11.19M","n/a","Technology","Semiconductors","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","ATAX","America First Multifamily Investors, L.P.",2435,"$470.12M","n/a","Finance","Finance: Consumer Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","AMOV","America Movil, S.A.B. de C.V.",701,"$47.69B","n/a","Public Utilities","Telecommunications Equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","AAL","American Airlines Group, Inc.",1398,"$11.72B","n/a","Transportation","Air Freight/Delivery Services","NASDAQ","American Airlines","Fort Worth","Texas","Unintended Disclosure",365,2007,32.725409,-97.32085,"American Airlines Group, Inc."
"172","AAL","American Airlines Group, Inc.",1398,"$11.72B","n/a","Transportation","Air Freight/Delivery Services","NASDAQ","American Airlines","San Jose","California","Insider",350,2011,37.339386,-121.894956,"American Airlines Group, Inc."
"173","AFIN","American Finance Trust, Inc.",538,"$1.27B","n/a","Consumer Services","Real Estate Investment Trusts","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","AFINP","American Finance Trust, Inc.",1367,"$31.05M","n/a","Consumer Services","Real Estate Investment Trusts","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","AMNB","American National Bankshares, Inc.",1733,"$381.1M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","ANAT","American National Insurance Company",553,"$3.07B","n/a","Finance","Life Insurance","NASDAQ","American Family Insurance Group","Madison","Wisconsin","Portable Device",2089,2006,43.073052,-89.40123,"American National Insurance Company"
"177","ANAT","American National Insurance Company",553,"$3.07B","n/a","Finance","Life Insurance","NASDAQ","RxAmerica and Accendo Insurance Company","Salt Lake City","Utah","Unintended Disclosure",176300,2011,40.760779,-111.891047,"American National Insurance Company"
"178","ANAT","American National Insurance Company",553,"$3.07B","n/a","Finance","Life Insurance","NASDAQ","Jackson National Life Insurance Company","Lansing","Michigan","Unintended Disclosure",0,2011,42.732535,-84.555535,"American National Insurance Company"
"179","ANAT","American National Insurance Company",553,"$3.07B","n/a","Finance","Life Insurance","NASDAQ","Washington National Insurance Company",NA,"Indiana","Physical Loss",1458,2016,40.760537,-73.97889,"American National Insurance Company"
"180","ANAT","American National Insurance Company",553,"$3.07B","n/a","Finance","Life Insurance","NASDAQ","Washington National Insurance Company",NA,"Maryland","Hacking",1,2014,40.760537,-73.97889,"American National Insurance Company"
"181","AOBC","American Outdoor Brands Corporation",2261,"$329.47M","n/a","Capital Goods","Ordnance And Accessories","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","APEI","American Public Education, Inc.",1276,"$388.83M","2007","Consumer Services","Other Consumer Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","AREC","American Resources Corporation",177,"$16.36M","n/a","Consumer Services","Other Consumer Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","AMRB","American River Bankshares",636,"$79.11M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","AMSWA","American Software, Inc.",770,"$494.17M","n/a","Technology","Computer Software: Prepackaged Software","NASDAQ","Centric Software","Campbell","California","Portable Device",0,2010,37.287165,-121.949957,"American Software, Inc."
"186","AMSC","American Superconductor Corporation",2427,"$165.42M","1991","Consumer Durables","Metal Fabrications","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","AMWD","American Woodmark Corporation",2567,"$1.39B","1986","Basic Industries","Forest Products","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","CRMT","America&#39;s Car-Mart, Inc.",2586,"$571.32M","n/a","Consumer Durables","Automotive Aftermarket","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","ABCB","Ameris Bancorp",1755,"$2.45B","1994","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","AMSF","AMERISAFE, Inc.",2384,"$1.33B","2005","Finance","Property-Casualty Insurers","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","ASRV","AmeriServ Financial Inc.",1870,"$72.15M","n/a","Finance","Major Banks","NASDAQ","Ameriprise Financial Inc.","Minneapolis","Minnesota","Portable Device",226000,2005,44.979965,-93.263836,"AmeriServ Financial Inc."
"192","ASRV","AmeriServ Financial Inc.",1870,"$72.15M","n/a","Finance","Major Banks","NASDAQ","Ameriprise Financial, Inc.","Minneapolis","Minnesota","Unintended Disclosure",56,2017,44.977753,-93.265011,"AmeriServ Financial Inc."
"193","ASRVP","AmeriServ Financial Inc.",1497,"$604170","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","ATLO","Ames National Corporation",1410,"$244.37M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","AMGN","Amgen Inc.",1131,"$125.11B","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","FOLD","Amicus Therapeutics, Inc.",2652,"$2.52B","2007","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","AMKR","Amkor Technology, Inc.",2538,"$2.1B","1998","Technology","Semiconductors","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","AMPH","Amphastar Pharmaceuticals, Inc.",1189,"$1.06B","2014","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","IBUY","Amplify Online Retail ETF",2047,"$254.29M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","ASYS","Amtech Systems, Inc.",2082,"$72.33M","n/a","Technology","Industrial Machinery/Components","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","AMRS","Amyris, Inc.",1598,"$389.56M","2010","Basic Industries","Major Chemicals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","ADI","Analog Devices, Inc.",489,"$40.57B","n/a","Technology","Semiconductors","NASDAQ","ZDI",NA,"California","Physical Loss",14829,2013,40.760537,-73.97889,"Analog Devices, Inc."
"203","ANAB","AnaptysBio, Inc.",1940,"$1.1B","2017","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","AVXL","Anavex Life Sciences Corp.",1056,"$139M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","ANCN","Anchiano Therapeutics Ltd.",1042,"$18.33M","2019","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","ANDA","Andina Acquisition Corp. III",2656,"$138.26M","2019","Finance","Business Services","NASDAQ","OANDA","New York","New York","Hacking",0,2014,40.7086,-74.010012,"Andina Acquisition Corp. III"
"207","ANGI","ANGI Homeservices Inc.",2434,"$3.94B","n/a","Consumer Services","Advertising","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","ANGO","AngioDynamics, Inc.",907,"$684.78M","2004","Health Care","Medical/Dental Instruments","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","ANIP","ANI Pharmaceuticals, Inc.",2365,"$792.36M","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","ANIK","Anika Therapeutics Inc.",2227,"$782.32M","n/a","Health Care","Medical/Dental Instruments","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","ANIX","Anixa Biosciences, Inc.",1613,"$79.81M","n/a","Health Care","Medical Specialities","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","ANSS","ANSYS, Inc.",1130,"$17.37B","1996","Technology","Computer Software: Prepackaged Software","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","ATRS","Antares Pharma, Inc.",1561,"$528.32M","n/a","Health Care","Medical/Dental Instruments","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","ATEX","Anterix Inc.",1835,"$661.69M","2015","Public Utilities","Telecommunications Equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","APLS","Apellis Pharmaceuticals, Inc.",1512,"$1.85B","2017","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","APEX","Apex Global Brands Inc.",158,"$10.05M","n/a","Consumer Non-Durables","Apparel","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","APOG","Apogee Enterprises, Inc.",1802,"$979.34M","n/a","Capital Goods","Auto Parts:O.E.M.","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","APEN","Apollo Endosurgery, Inc.",1576,"$75.45M","n/a","Health Care","Medical/Dental Instruments","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","AINV","Apollo Investment Corporation",808,"$1.11B","2004","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","AMEH","Apollo Medical Holdings, Inc.",964,"$702.92M","n/a","Consumer Services","Professional Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","APPF","AppFolio, Inc.",2688,"$3.36B","2015","Technology","Computer Software: Prepackaged Software","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","APPN","Appian Corporation",2255,"$3.86B","2017","Technology","Computer Software: Prepackaged Software","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","AAPL","Apple Inc.",1132,"$943.33B","1980","Technology","Computer Manufacturing","NASDAQ","Applera","Norwalk","Connecticut","Portable Device",0,2007,41.117597,-73.407897,"Apple Inc."
"224","AAPL","Apple Inc.",1132,"$943.33B","1980","Technology","Computer Manufacturing","NASDAQ","Apple","Cupertino","California","Hacking",1e+06,2012,37.322998,-122.032182,"Apple Inc."
"225","AAPL","Apple Inc.",1132,"$943.33B","1980","Technology","Computer Manufacturing","NASDAQ","Apple","Cupertino","California","Hacking",0,2013,37.322998,-122.032182,"Apple Inc."
"226","AAPL","Apple Inc.",1132,"$943.33B","1980","Technology","Computer Manufacturing","NASDAQ","Apple Inc.","Cupertino","California","Hacking",0,2013,37.322998,-122.032182,"Apple Inc."
"227","AAPL","Apple Inc.",1132,"$943.33B","1980","Technology","Computer Manufacturing","NASDAQ","Apple","Cupertino","California","Hacking",0,2014,37.332,-122.030781,"Apple Inc."
"228","AAPL","Apple Inc.",1132,"$943.33B","1980","Technology","Computer Manufacturing","NASDAQ","Apple","Cupertino","California","Hacking",0,2014,37.322998,-122.032182,"Apple Inc."
"229","ARCI","Appliance Recycling Centers of America, Inc.",1881,"$7.29M","n/a","Consumer Services","Home Furnishings","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","APDN","Applied DNA Sciences Inc",79,"$13.17M","n/a","Consumer Services","Other Consumer Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","AGTC","Applied Genetic Technologies Corporation",1553,"$57.42M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","AMAT","Applied Materials, Inc.",2048,"$44.36B","1972","Technology","Semiconductors","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","AAOI","Applied Optoelectronics, Inc.",2547,"$178.26M","2013","Technology","Semiconductors","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","APLT","Applied Therapeutics, Inc.",440,"$184.16M","2019","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","AREX","Approach Resources Inc.",48,"$18.01M","2007","Energy","Oil & Gas Production","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","APVO","Aptevo Therapeutics Inc.",175,"$31.27M","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","APTX","Aptinyx Inc.",1571,"$113.78M","2018","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","APM","Aptorum Group Limited",819,"$478.79M","2018","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","APTO","Aptose Biosciences, Inc.",1035,"$133.07M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","APYX","Apyx Medical Corporation",2397,"$241.18M","n/a","Health Care","Medical/Dental Instruments","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","AQMS","Aqua Metals, Inc.",993,"$113.93M","2015","Basic Industries","Metal Fabrications","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","AQB","AquaBounty Technologies, Inc.",1071,"$60.93M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","AQST","Aquestive Therapeutics, Inc.",1599,"$95.1M","2018","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","ARAV","Aravive, Inc.",2132,"$67.26M","2014","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","ABUS","Arbutus Biopharma Corporation",294,"$77.88M","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","ABIO","ARCA biopharma, Inc.",2115,"$8.18M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","RKDA","Arcadia Biosciences, Inc.",2425,"$47.94M","2015","Basic Industries","Agricultural Chemicals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","ARCB","ArcBest Corporation",1527,"$755.66M","n/a","Transportation","Trucking Freight/Courier Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","ACGL","Arch Capital Group Ltd.",1848,"$16B","n/a","Finance","Property-Casualty Insurers","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","FUV","Arcimoto, Inc.",1559,"$59.19M","2017","Consumer Non-Durables","Motor Vehicles","NASDAQ","Animoto Inc.",NA,NA,"Unknown",500,2018,0,0,"Arcimoto, Inc."
"251","ARCE","Arco Platform Limited",2054,"$1.1B","2018","Consumer Services","Other Consumer Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","ARCT","Arcturus Therapeutics Holdings Inc.",503,"$147.32M","2013","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","ARDX","Ardelyx, Inc.",1573,"$213.52M","2014","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","ARNA","Arena Pharmaceuticals, Inc.",2179,"$2.64B","2000","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","ARCC","Ares Capital Corporation",928,"$8.05B","2004","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","ARGX","argenx SE",664,"$5.01B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","ARDS","Aridis Pharmaceuticals Inc.",521,"$104.09M","2018","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","ARKR","Ark Restaurants Corp.",1093,"$70.5M","n/a","Consumer Services","Restaurants","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","ARTX","Arotech Corporation",1033,"$63.2M","1994","Miscellaneous","Industrial Machinery/Components","NASDAQ","Argotec","Greenfield","Massachusetts","Unknown",0,2013,42.587915,-72.59941,"Arotech Corporation"
"260","ARQL","ArQule, Inc.",2550,"$1.08B","1996","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","DWCR","Arrow DWA Country Rotation ETF",1375,"$14.29M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","DWAT","Arrow DWA Tactical ETF",502,"$4.49M","n/a","n/a","n/a","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","AROW","Arrow Financial Corporation",1675,"$466.94M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","ARWR","Arrowhead Pharmaceuticals, Inc.",1731,"$3.26B","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","ARTL","Artelo Biosciences, Inc.",358,"$6.63M","n/a","Miscellaneous","Business Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","ARTNA","Artesian Resources Corporation",1786,"$337.78M","n/a","Public Utilities","Water Supply","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","ARTW","Art&#39;s-Way Manufacturing Co., Inc.",997,"$8.69M","n/a","Capital Goods","Industrial Machinery/Components","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","ARVN","Arvinas, Inc.",1383,"$876.99M","2018","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","ARYA","ARYA Sciences Acquisition Corp.",382,"$183.1M","2018","Finance","Business Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","ASNA","Ascena Retail Group, Inc.",61,"$49.23M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ","Ascena Retail Group, Inc.",NA,"Maryland","Unintended Disclosure",0,2014,40.760537,-73.97889,"Ascena Retail Group, Inc."
"271","ASND","Ascendis Pharma A/S",548,"$5.33B","2015","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","APWC","Asia Pacific Wire & Cable Corporation Limited",356,"$26.6M","n/a","Basic Industries","Telecommunications Equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","ASLN","ASLAN Pharmaceuticals Limited",327,"$53.2M","2018","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","ASML","ASML Holding N.V.",1219,"$93.75B","1995","Technology","Industrial Machinery/Components","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","ASPU","Aspen Group Inc.",1874,"$77.95M","n/a","Consumer Services","Other Consumer Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","AZPN","Aspen Technology, Inc.",667,"$9.19B","1994","Technology","EDP Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","ASMB","Assembly Biosciences, Inc.",504,"$290.8M","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","ASRT","Assertio Therapeutics, Inc.",302,"$116.1M","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","ASFI","Asta Funding, Inc.",2400,"$47.1M","1995","Finance","Finance Companies","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","ASTE","Astec Industries, Inc.",1464,"$621.96M","1986","Capital Goods","Construction/Ag Equipment/Trucks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","ATRO","Astronics Corporation",1461,"$898.9M","n/a","Capital Goods","Military/Government/Technical","NASDAQ","Acronis","Woburn","Massachusetts","Unintended Disclosure",0,2012,42.479262,-71.152277,"Astronics Corporation"
"282","ALOT","AstroNova, Inc.",814,"$115.14M","1983","Technology","Computer peripheral equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","ASTC","Astrotech Corporation",1026,"$13.29M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","ASUR","Asure Software Inc",2290,"$100.15M","n/a","Technology","EDP Services","NASDAQ","Advent Software Inc.","San Francisco","California","Portable Device",0,2007,37.77493,-122.419416,"Asure Software Inc"
"285","ASV","ASV Holdings, Inc.",2394,"$69.67M","2017","Capital Goods","Construction/Ag Equipment/Trucks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","ATAI","ATA Inc.",348,"$44.26M","2008","Consumer Services","Other Consumer Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","ATRA","Atara Biotherapeutics, Inc.",642,"$725.73M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","ATNX","Athenex, Inc.",715,"$1.14B","2017","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","ATHX","Athersys, Inc.",289,"$203.06M","n/a","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","ATIF","ATIF Holdings Limited",1542,"$117M","2019","Consumer Services","Professional Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","AAME","Atlantic American Corporation",1047,"$50.81M","n/a","Finance","Life Insurance","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","ACBI","Atlantic Capital Bancshares, Inc.",806,"$372.93M","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","AUB","Atlantic Union Bankshares Corporation",1774,"$2.96B","n/a","Finance","Major Banks","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","AY","Atlantica Yield plc",1251,"$2.42B","2014","Public Utilities","Electric Utilities: Central","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","ATLC","Atlanticus Holdings Corporation",2284,"$102.38M","1995","Finance","Finance: Consumer Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","AAWW","Atlas Air Worldwide Holdings",1364,"$668.33M","n/a","Transportation","Transportation Services","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","AFH","Atlas Financial Holdings, Inc.",104,"$4.83M","2013","Finance","Property-Casualty Insurers","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","TEAM","Atlassian Corporation Plc",672,"$32.55B","2015","Technology","Computer Software: Prepackaged Software","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","ATNI","ATN International, Inc.",2230,"$909.39M","n/a","Public Utilities","Telecommunications Equipment","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","ATOM","Atomera Incorporated",1863,"$69.32M","2016","Technology","Semiconductors","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","ATOS","Atossa Genetics Inc.",362,"$18.17M","2012","Health Care","Major Pharmaceuticals","NASDAQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
